1675537680 -9
1675538880 -2
1675540080 -4
1675541280 -1
1675542480 -7
1675543680 -12
1675544880 -20
1675546080 -8
1675547280 -14
1675548480 -15
1675549680 -5
1675550880 -2
1675552080 -4
1675553280 -5
1675554480 -5
1675555680 -10
1675556880 -6
1675558080 -10
1675559280 -20
1675560480 -16
1675561680 -24
1675562880 -18
1675564080 -19
1675565280 -16
1675566480 -20
1675568880 -25
1675570080 -23
1675571280 -18
1675572480 -26
1675573680 -19
1675574880 -17
1675576080 -20
1675577280 -16
1675578480 -20
1675579680 -18
1675580880 -15
1675582080 -11
1675583280 -10
1675584480 -13
1675585680 -10
1675586880 -7
1675588080 -6
1675589280 -2
1675590480 -9
1675591680 -5
1675592880 -12
1675594080 -14
1675595280 -4
1675596480 -12
1675597680 -5
1675598880 -7
1675600080 -9
1675601280 -5
1675602480 -8
1675603680 -7
1675604880 -7
1675606080 -2
1675607280 -6
1675608480 -6
1675609680 -10
1675612080 -9
1675613280 -6
1675614480 -16
1675615680 -10
1675616880 -5
1675618080 -7
1675619280 -7
1675620480 -14
1675622880 -9
1675624080 -19
1675625280 -10
1675626480 -21
1675627680 -12
1675628880 -21
1675631280 -11
1675632480 -11
1675633680 -12
1675636080 -3
1675638480 -11
1675639680 -16
1675640880 -17
1675643280 -19
1675646880 -18
1675648080 -15
1675650480 -23
1675652880 -23
1675654080 -23
1675655280 -19
1675656480 -25
1675657680 -22
1675658880 -24
1675661280 -19
1675662480 -22
1675663680 -17
1675664880 -13
1675666080 -14
1675667280 -11
1675668480 -11
1675669680 -8
1675670880 -15
1675672080 -14
1675673280 -15
1675674480 -7
1675675680 -9
1675676880 -8
1675678080 -13
1675679280 -9
1675680480 -2
1675681680 -9
1675682880 -8
1675684080 -7
1675685280 -6
1675686480 -12
1675687680 -10
1675688880 -6
1675690080 -6
1675691280 -9
1675692480 -7
1675693680 -6
1675694880 -2
1675696080 -17
1675697280 -5
1675698480 -3
1675699680 -18
1675700880 -2
1675702080 -5
1675703280 -5
1675704480 -7
1675705680 -10
1675706880 -9
1675708080 -8
1675709280 -9
1675710480 -7
1675711680 -9
1675712880 -8
1675714080 -8
1675715280 -9
1675718880 -4
1675720080 -2
1675721280 -6
1675722480 -11
1675723680 -14
1675724880 -11
1675726080 -12
1675727280 -16
1675729680 -17
1675730880 -13
1675732080 -20
1675733280 -20
1675734480 -27
1675735680 -23
1675736880 -19
1675738080 -17
1675739280 -21
1675740480 -22
1675741680 -22
1676359680 -12
1676360880 -22
1676362080 -16
1676363280 -19
1676364480 -11
1676365680 -13
1676366880 -7
1676368080 -12
1676369280 -9
1676370480 -8
1676371680 -7
1676372880 -12
1676374080 -11
1676375280 -7
1676376480 -10
1676377680 -8
1676378880 -6
1676380080 -5
1676381280 -9
1676382480 -12
1676383680 -6
1676384880 -32
1676386080 -7
1676387280 -6
1676388480 -8
1676389680 -5
1676390880 -4
1676392080 -11
1676393280 -8
1676394480 -9
1676395680 -7
1676396880 -5
1676398080 -3
1676399280 -6
1676400480 -4
1676401680 -8
1676402880 -8
1676404080 -10
1676405280 -10
1676406480 -15
1676408880 -19
1676410080 -10
1676411280 -9
1676412480 -8
1676413680 -10
1676414880 -5
1676416080 -5
1676417280 -7
1676418480 -10
1676419680 -8
1676420880 -12
1676422080 -10
1676423280 -17
1676425680 -27
1676426880 -27
1676430480 -24
1676431680 -25
1676432880 -23
1676434080 -14
1676435280 -16
1676436480 -27
1676437680 -27
1676440080 -23
1676441280 -21
1676442480 -23
1676443680 -23
1676446080 -22
1676448480 -16
1676449680 -8
1676450880 -9
1676452080 -9
1676453280 -8
1676454480 -9
1676456880 -13
1676458080 -8
1676459280 -10
1676460480 -9
1676461680 -3
1676462880 -7
1676464080 -9
1676465280 -11
1676466480 -9
1676467680 -7
1676468880 -31
1676470080 -7
1676471280 -10
1676472480 -8
1676473680 -9
1676474880 -6
1676476080 -9
1676477280 -7
1676478480 -9
1676479680 -4
1676480880 -5
1676482080 -7
1676483280 -3
1676484480 -9
1676485680 -10
1676486880 -9
1676488080 -4
1676489280 -6
1676490480 -6
1676491680 -14
1676492880 -12
1676494080 -11
1676495280 -18
1676496480 -15
1676497680 -11
1676498880 -14
1676500080 -17
1676501280 -13
1676502480 -14
1676503680 -27
1676504880 -19
1676506080 -22
1676507280 -24
1676522880 -26
1676527680 -23
1676528880 -22
1676530080 -25
1676531280 -22
1676532480 -20
1676533680 -16
1676534880 -16
1676536080 -13
1676537280 -12
1676538480 -10
1676539680 -12
1676540880 -7
1676542080 -10
1676544480 -14
1676545680 -10
1676546880 -8
1676548080 -3
1676549280 -8
1676550480 -3
1676551680 -13
1676552880 -6
1676554080 -12
1676555280 -10
1676556480 -6
1676557680 -6
1676558880 -5
1676568480 -27
1676573280 -23
1676574480 -18
1676575680 -26
1676582880 -30
1676585280 -23
1676586480 -17
1676587680 -9
1676588880 -24
1676590080 -18
1676591280 -17
1676592480 -9
1676593680 -16
1676594880 -17
1676596080 -16
1676600880 -25
1676603280 -25
1676604480 -16
1676605680 -20
1676608080 -16
1676609280 -23
1676610480 -21
1676611680 -23
1676612880 -22
1676614080 -17
1676615280 -15
1676616480 -15
1676617680 -16
1676618880 -11
1676621280 -17
1676622480 -16
1676623680 -12
1676624880 -13
1676626080 -11
1676629680 -13
1676630880 -14
1676632080 -18
1676633280 -18
1676634480 -12
1676635680 -13
1676636880 -15
1676638080 -9
1676640480 -8
1676641680 -9
1676642880 -11
1676644080 -5
1676645280 -6
1676646480 -12
1676647680 -9
1676648880 -7
1676650080 -11
1676651280 -10
1676652480 -12
1676653680 -9
1676654880 -10
1676656080 -2
1676657280 -6
1676658480 -3
1676659680 -3
1676660880 -3
1676662080 -5
1676663280 -6
1676664480 0
1676665680 -2
1676666880 -10
1676668080 -14
1676669280 -6
1676670480 -15
1676671680 -11
1676672880 -8
1676674080 -13
1676675280 -18
1676676480 -19
1676677680 -23
1676678880 -17
1676683680 -24
1676694480 -21
1676696880 -20
1676708880 -17
1676710080 -14
1676711280 -13
1676712480 -14
1676713680 -11
1676714880 -16
1676716080 -12
1676717280 -7
1676718480 -3
1676719680 -11
1676720880 -16
1676722080 -17
1676723280 -10
1676724480 -9
1676725680 -9
1676726880 -7
1676728080 -3
1676729280 -8
1676730480 -15
1676731680 -17
1676732880 -19
1676734080 -1
1676735280 -2
1676736480 -5
1676737680 -7
1676738880 -6
1676741280 -14
1676742480 -8
1676743680 -7
1676744880 -12
1676746080 -11
1676747280 -6
1676748480 -6
1676749680 -4
1676750880 -5
1676752080 -6
1676753280 -17
1676754480 -18
1676755680 -11
1676756880 -9
1676758080 -3
1676759280 -4
1676760480 -5
1676761680 2
1676762880 -10
1676764080 -17
1676765280 -19
1676766480 -15
1676767680 -17
1676768880 -20
1676770080 -23
1676771280 -23
1676772480 -26
1676773680 -29
1676774880 -26
1676778480 -25
1676782080 -24
1676783280 -22
1676784480 -23
1676785680 -18
1676786880 -20
1676789280 -20
1676790480 -22
1676791680 -21
1676792880 -18
1676794080 -19
1676795280 -19
1676796480 -16
1676797680 -12
1676798880 -7
1676800080 -14
1676801280 -11
1676802480 -12
1676803680 -9
1676804880 -8
1676806080 -14
1676807280 -13
1676808480 -6
1676809680 -8
1676810880 -8
1676812080 -7
1676813280 -8
1676814480 -11
1676815680 -9
1676816880 -7
1676818080 -12
1676819280 -11
1676820480 -6
1676821680 -8
1676822880 -9
1676824080 -15
1676825280 -7
1676826480 -12
1676827680 -7
1676828880 -7
1676830080 -18
1676831280 -13
1676832480 -3
1676833680 -7
1676834880 -6
1676836080 -16
1676837280 -8
1676838480 -9
1676839680 -14
1676842080 -13
1676843280 -15
1676844480 -10
1676845680 -12
1676846880 -7
1676848080 -6
1676849280 -7
1676850480 -9
1676852880 -17
1676854080 -21
1676855280 -22
1676856480 -24
1676857680 -26
1676858880 -28
1676863680 -24
1676866080 -23
1676867280 -16
1676868480 -20
1676869680 -22
1676870880 -19
1676872080 -24
1676873280 -20
1676874480 -20
1676875680 -17
1676876880 -18
1676878080 -22
1676879280 -18
1676880480 -20
1676881680 -19
1676882880 -19
1676884080 -14
1676885280 -8
1676886480 -16
1676887680 -11
1676888880 -9
1676890080 -9
1676891280 -13
1676892480 -10
1676893680 -7
1676894880 -9
1676896080 -9
1676897280 -7
1676898480 -14
1676899680 -10
1676900880 -10
1676902080 -14
1676903280 -7
1676904480 -11
1676905680 -15
1676906880 -15
1676908080 -7
1676909280 -11
1676910480 -26
1676911680 -11
1676912880 -10
1676914080 -9
1676916480 -9
1676917680 -7
1676918880 -2
1676920080 -6
1676921280 -6
1676922480 -9
1676923680 -7
1676924880 -8
1676926080 -11
1676927280 -8
1676928480 -9
1676929680 -9
1676930880 -9
1676932080 -5
1676934480 -8
1676935680 -8
1676936880 -6
1676938080 -14
1676939280 -19
1676940480 -16
1676941680 -20
1676942880 -25
1676945280 -26
1676946480 -29
1676963280 -20
1676964480 -18
1676966880 -19
1676968080 -15
1676969280 -18
1676970480 -15
1676971680 -13
1676972880 -16
1676974080 -14
1676975280 -12
1676976480 -11
1676977680 -8
1676978880 -10
1676980080 -9
1676981280 -11
1676982480 -7
1676983680 -3
1676984880 -12
1676986080 -19
1676987280 -4
1676988480 -11
1676989680 -12
1676990880 -10
1676992080 -11
1676993280 -6
1676994480 -6
1676995680 -10
1676996880 -5
1676998080 -6
1676999280 -17
1677000480 -11
1677001680 -7
1677002880 -8
1677004080 -10
1677005280 -10
1677006480 -12
1677007680 -3
1677008880 -5
1677010080 -8
1677012480 -9
1677013680 -12
1677016080 -10
1677017280 -14
1677018480 -2
1677019680 -7
1677020880 -4
1677022080 -12
1677023280 -8
1677025680 -20
1677026880 -22
1677028080 -16
1677029280 -18
1677030480 -24
1677032880 -27
1677035280 -26
1677036480 -25
1677038880 -26
1677040080 -26
1677041280 -29
1677044880 -27
1677046080 -25
1677047280 -19
1677048480 -15
1677049680 -16
1677053280 -21
1677054480 -19
1677056880 -13
1677058080 -16
1677059280 -10
1677060480 -10
1677061680 -7
1677062880 -9
1677064080 -5
1677065280 -7
1677066480 -6
1677067680 -9
1677068880 -10
1677070080 -9
1677071280 -9
1677072480 -10
1677073680 -10
1677074880 -7
1677076080 -8
1677077280 -9
1677078480 -7
1677079680 -10
1677080880 -5
1677082080 -10
1677083280 -7
1677084480 -10
1677085680 -6
1677086880 -5
1677088080 -7
1677089280 -12
1677090480 1
1677091680 -3
1677092880 -5
1677094080 -3
1677095280 1
1677096480 -3
1677097680 -1
1677098880 -13
1677100080 -14
1677101280 -13
1677102480 -9
1677103680 -14
1677104880 -7
1677106080 -7
1677107280 -8
1677108480 -10
1677109680 -11
1677112080 -12
1677113280 -13
1677114480 -16
1677115680 -22
1677116880 -19
1677118080 -17
1677120480 -23
1677121680 -23
1677122880 -26
1677126480 -29
1677127680 -24
1677128880 -22
1677130080 -24
1677132480 -19
1677133680 -22
1677134880 -18
1677136080 -13
1677138480 -15
1677139680 -17
1677140880 -13
1677142080 -14
1677144480 -7
1677145680 -2
1677146880 3
1677148080 -6
1677150480 -10
1677151680 -10
1677152880 -7
1677154080 -9
1677155280 -10
1677156480 -9
1677157680 -12
1677158880 -6
1677160080 -9
1677161280 -7
1677162480 -9
1677163680 -8
1677164880 -9
1677166080 -7
1677167280 -4
1677168480 -6
1677169680 -7
1677170880 -11
1677172080 -9
1677173280 -15
1677174480 -7
1677175680 -8
1677176880 -4
1677178080 -10
1677179280 -5
1677180480 -7
1677182880 -6
1677184080 1
1677185280 -10
1677186480 -18
1677188880 -11
1677190080 -8
1677191280 -6
1677192480 -8
1677193680 -9
1677194880 -11
1677196080 -16
1677198480 -15
1677199680 -15
1677200880 -14
1677202080 -17
1677203280 -14
1677204480 -12
1677205680 -16
1677206880 -19
1677208080 -23
1677209280 -24
1677210480 -18
1677211680 -23
1677212880 -18
1677214080 -22
1677215280 -20
1677216480 -21
1677217680 -17
1677220080 -12
1677221280 -16
1677222480 -14
1677223680 -11
1677224880 -15
1677226080 -10
1677227280 -11
1677228480 -11
1677229680 -9
1677230880 -9
1677232080 -6
1677233280 -3
1677234480 -7
1677235680 -7
1677236880 -8
1677238080 -9
1677239280 -9
1677240480 -15
1677241680 -13
1677242880 -2
1677244080 -15
1677245280 -5
1677246480 -8
1677247680 -13
1677248880 -5
1677250080 -9
1677251280 -5
1677252480 -5
1677253680 -7
1677254880 -9
1677256080 -8
1677257280 -10
1677258480 -11
1677259680 -10
1677260880 -17
1677262080 -12
1677263280 -8
1677264480 -6
1677265680 -16
1677266880 -7
1677268080 -11
1677269280 -10
1677270480 -17
1677271680 -11
1677272880 -18
1677274080 0
1677275280 -6
1677276480 -10
1677277680 -4
1677278880 -5
1677280080 -9
1677281280 -8
1677282480 -10
1677284880 -19
1677286080 -17
1677287280 -22
1677288480 -22
1677289680 -28
1677290880 -19
1677292080 -27
1677294480 -22
1677296880 -30
1677300480 -27
1677301680 -24
1677302880 -25
1677304080 -22
1677306480 -19
1677307680 -20
1677308880 -13
1677310080 -13
1677312480 -13
1677313680 -11
1677316080 -8
1677317280 -3
1677318480 -5
1677319680 -9
1677320880 -7
1677322080 -7
1677323280 -11
1677324480 -8
1677325680 -19
1677326880 -12
1677328080 -11
1677329280 -4
1677330480 -6
1677331680 -7
1677332880 -7
1677334080 -10
1677335280 -8
1677336480 -9
1677337680 -7
1677338880 -9
1677340080 -12
1677341280 -10
1677342480 -11
1677343680 -6
1677344880 -10
1677346080 -13
1677347280 -18
1677349680 -13
1677350880 -18
1677352080 -19
1677353280 -8
1677354480 -12
1677355680 -8
1677356880 -8
1677358080 -20
1677359280 -17
1677360480 -9
1677361680 -9
1677364080 -6
1677365280 -6
1677366480 -5
1677367680 -15
1677368880 -11
1677371280 -21
1677372480 -19
1677373680 -19
1677374880 -18
1677376080 -19
1677378480 -25
1677379680 -19
1677382080 -27
1677383280 -20
1677384480 -22
1677385680 -19
1677386880 -23
1677388080 -14
1677389280 -17
1677390480 -24
1677391680 -20
1677392880 -22
1677394080 -20
1677395280 -20
1677397680 -15
1677398880 -8
1677400080 -13
1677402480 -7
1677403680 -11
1677404880 -9
1677406080 -11
1677407280 -8
1677408480 -9
1677409680 -11
1677410880 -13
1677412080 -11
1677413280 -12
1677414480 -10
1677415680 -10
1677416880 -9
1677418080 -13
1677419280 -9
1677420480 -8
1677421680 -9
1677422880 -9
1677424080 -7
1677425280 -14
1677426480 -17
1677427680 -10
1677428880 -9
1677430080 -15
1677431280 -15
1677432480 -16
1677433680 -12
1677434880 -10
1677436080 -8
1677437280 -14
1677438480 -16
1677439680 -14
1677440880 -5
1677442080 -7
1677443280 -4
1677444480 -2
1677446880 -8
1677448080 -9
1677449280 -6
1677450480 -14
1677452880 -11
1677454080 -10
1677455280 -12
1677457680 -12
1677458880 -12
1677460080 -16
1677461280 -23
1677462480 -22
1677463680 -19
1677464880 -27
1677466080 -21
1677467280 -20
1677469680 -26
1677472080 -23
1677473280 -17
1677474480 -21
1677475680 -20
1677478080 -16
1677479280 -13
1677480480 -17
1677481680 -20
1677485280 -20
1677486480 -12
1677487680 -14
1677488880 -10
1677490080 -6
1677491280 -9
1677492480 -10
1677493680 -11
1677494880 -19
1677496080 -11
1677497280 -10
1677498480 -13
1677499680 -18
1677500880 -15
1677502080 -11
1677503280 -8
1677504480 -13
1677505680 -9
1677508080 -9
1677510480 -11
1677511680 -14
1677512880 -10
1677514080 -5
1677515280 -3
1677516480 -2
1677517680 -6
1677518880 -6
1677535680 -7
1677536880 -14
1677539280 -11
1677540480 -13
1677541680 -5
1677542880 -11
1677544080 -19
1677545280 -23
1677546480 -26
1677547680 -28
1677548880 -24
1677550080 -21
1677551280 -24
1677552480 -27
1677553680 -23
1677554880 -22
1677558480 -17
1677559680 -20
1677560880 -24
1677563280 -26
1677564480 -19
1677565680 -24
1677566880 -10
1677568080 -18
1677569280 -17
1677570480 -11
1677571680 -12
1677572880 -16
1677574080 -17
1677575280 -11
1677576480 -1
1677577680 -6
1677578880 -5
1677580080 -12
1677581280 -4
1677582480 -6
1677583680 -7
1677584880 -9
1677586080 -17
1677587280 -11
1677588480 -6
1677598080 -19
1677619680 -6
1677620880 -10
1677622080 -6
1677623280 -21
1677624480 -12
1677625680 -13
1677626880 -23
1677628080 -4
